"Name","Type","Detection.Method","Mass","Radius","Flux","Tsurf","Period","Distance","Age","ESI","Habitable"
"Kepler-292 d","K Hot Superterran","Transit",5.6,2.23,99.5,908,7.06,3445,5.13,0.26,"No"
"Kepler-1196 b","G Hot Superterran","Transit",5.6,2.23,8.88,496,66.2,3008,3.98,0.38,"Yes"
"Kepler-587 b","G Hot Superterran","Transit",5.6,2.23,63.8,813,10.9,2569,4.79,0.26,"No"
"K2-268 f","K Hot Superterran","Transit",5.6,2.23,12.7,543,26.3,1069,4.37450250455373,0.34,"Yes"
"K2-352 d","G Hot Superterran","Transit",5.6,2.23,62.6,809,14.9,574,4.37450250455373,0.26,"No"
"KMT-2017-BLG-0428L b","Superterran","Microlensing",5.59,2.23,842.853577881192,971.489553461696,79940.7559943925,17612,4.37450250455373,0.257026875699888,"No"
"K2-264 b","M Hot Superterran","Transit",5.61,2.23,15.1,538,5.84,605,4.37450250455373,0.32,"Yes"
"Kepler-1768 b","F Hot Superterran","Transit",5.62,2.23,117,946,15.1,2063,4.37450250455373,0.25,"No"
"HD 134606 f (N)","G Hot Superterran","Radial Velocity",5.63,2.24,36.6,706,26.9,87.4,7.3,0.28,"No"
"K2-48 b","K Hot Superterran","Transit",5.65,2.24,12.2,537,20.5,1023,4.37450250455373,0.34,"Yes"
"HD 15906 b","K Hot Superterran","Transit",5.65,2.24,33.5,690,10.9,148,4.37450250455373,0.28,"No"
"Kepler-157 c","G Hot Superterran","Transit",5.65,2.24,101,914,13.5,2523,4.07,0.26,"No"
"Kepler-69 b","G Hot Superterran","Transit",5.65,2.24,91.7,885,13.7,2382,9.8,0.26,"No"
"Kepler-556 b","G Hot Superterran","Transit",5.65,2.24,94.6,897,11.7,2200,4.17,0.26,"No"
"Kepler-155 c","M Warm Superterran","Transit",5.65,2.24,1.05,291,52.7,957,2.9,0.73,"Yes"
"Gl 49 b","M Hot Superterran","Radial Velocity",5.63,2.24,6.48,447,13.9,32.1,4.37450250455373,0.42,"Yes"
"Kepler-284 b","G Hot Superterran","Transit",5.65,2.24,42.2,733,12.7,3365,0.5,0.27,"No"
"Kepler-439 b","G Hot Superterran","Transit",5.65,2.24,1.83,334,178,2469,7.2,0.66,"Yes"
"Kepler-196 c","K Hot Superterran","Transit",5.65,2.24,7.02,468,47.4,1471,3.98,0.4,"Yes"
"Kepler-534 b","G Hot Superterran","Transit",5.65,2.24,86.7,877,16,1861,1.58,0.26,"No"
"K2-375 b","G Hot Superterran","Transit",5.66,2.24,171,1040,14.5,2270,4.37450250455373,0.25,"No"
"Kepler-300 c","G Hot Superterran","Transit",5.69,2.25,40.6,726,40.7,3582,3.63,0.27,"No"
"K2-355 b","G Hot Superterran","Transit",5.69,2.25,192,1071,5.74,1632,4.37450250455373,0.25,"No"
"K2-9 b","M Warm Superterran","Transit",5.69,2.25,1.45,315,18.4,270,1,0.7,"Yes"
"Kepler-1381 b","G Hot Superterran","Transit",5.69,2.25,25.6,646,25.4,3904,4.07,0.29,"Yes"
"Kepler-567 b","K Hot Superterran","Transit",5.69,2.25,25.8,648,16.5,1822,4.68,0.29,"Yes"
"HD 207496 b","K Hot Superterran","Transit",6.1,2.25,80.5,852,6.44,77,0.52,0.26,"No"
"Kepler-342 b","F Hot Superterran","Transit",5.69,2.25,173,1043,15.2,2549,2.04,0.25,"No"
"Kepler-272 d","K Hot Superterran","Transit",5.69,2.25,140,990,10.9,2901,4.9,0.25,"No"
"Kepler-1407 b","F Hot Superterran","Transit",5.69,2.25,82.7,867,20.1,4554,3.24,0.26,"No"
"Kepler-172 d","G Hot Superterran","Transit",5.69,2.25,66.7,822,14.6,2702,6.46,0.26,"No"
"GJ 667 C b","M Hot Superterran","Radial Velocity",5.68,2.25,5.5,437,7.2,23.6,2,0.44,"Yes"
"Kepler-467 b","G Hot Superterran","Transit",5.69,2.25,77.2,852,25,1520,8.13,0.26,"No"
"Kepler-982 b","F Hot Superterran","Transit",5.69,2.25,194,1074,15.8,2614,3.55,0.25,"No"
"Kepler-1090 b","G Hot Superterran","Transit",5.69,2.25,1.76,331,198,2800,4.37,0.67,"Yes"
"Kepler-919 b","F Hot Superterran","Transit",5.69,2.25,152,1011,11,3652,3.02,0.25,"No"
"Kepler-290 b","K Hot Superterran","Transit",5.69,2.25,21.4,619,14.6,2265,1.1,0.3,"Yes"
"GJ 3929 c","M Hot Superterran","Radial Velocity",5.71,2.26,1.66,326,15,51.6,7.1,0.68,"Yes"
"Kepler-1034 b","K Hot Superterran","Transit",5.73,2.26,39.1,719,12.1,2134,4.79,0.27,"No"
"K2-159 b","G Hot Superterran","Transit",5.73,2.26,49.3,762,12.4,557,4.37450250455373,0.27,"No"
"Kepler-1996 b","K Hot Superterran","Transit",5.73,2.26,6.88,465,32.4,1436,14,0.41,"Yes"
"K2-5 c","K Hot Superterran","Transit",5.73,2.26,12.3,539,10.9,661,4.37450250455373,0.34,"Yes"
"Kepler-1388 c","K Hot Superterran","Transit",5.73,2.26,29,667,5.54,1480,4.47,0.29,"Yes"
"Kepler-649 b","G Hot Superterran","Transit",5.73,2.26,27.7,660,29.9,1675,2.95,0.29,"Yes"
"HD 176986 b","K Hot Superterran","Radial Velocity",5.74,2.26,83.7,869,6.49,90.6,4.3,0.26,"No"
"Kepler-1261 b","K Hot Superterran","Transit",5.73,2.26,5.25,435,48.4,2427,4.47,0.45,"Yes"
"Kepler-1242 b","K Hot Superterran","Transit",5.73,2.26,28.2,663,13.6,2242,5.62,0.29,"Yes"
"Kepler-568 b","M Hot Superterran","Transit",5.73,2.26,7.42,474,11,426,5.89,0.4,"Yes"
"K2-346 b","K Hot Superterran","Transit",5.73,2.26,9.16,500,26.2,344,4.37450250455373,0.37,"Yes"
"Kepler-163 c","G Hot Superterran","Transit",5.73,2.26,31.5,681,21.3,2249,4.27,0.28,"No"
"Kepler-154 b","G Hot Superterran","Transit",5.73,2.26,27.5,658,33,2985,4.47,0.29,"Yes"
"Kepler-209 b","G Hot Superterran","Transit",5.73,2.26,49.9,764,16.1,1881,4.47,0.27,"No"
"K2-401 b","K Hot Superterran","Transit",5.74,2.26,36.1,705,6.29,654,4.37450250455373,0.28,"No"
"Kepler-1863 b","G Hot Superterran","Transit",5.74,2.26,39.4,720,45,2823,4.7,0.27,"No"
"TOI-1062 b","G Hot Superterran","Transit",10.2,2.27,199,1075,4.11,268,2.5,0.25,"No"
"TOI-4342 b","M Hot Superterran","Transit",5.76,2.27,27.1,656,5.54,200,4.37450250455373,0.29,"Yes"
"TOI-2018 b","K Hot Superterran","Transit",9.2,2.27,26.2,650,7.44,91.3,4.37450250455373,0.29,"Yes"
"Kepler-121 c","G Hot Superterran","Transit",5.77,2.27,7.2,471,41,1665,0.5,0.4,"Yes"
"Kepler-759 b","G Hot Superterran","Transit",5.77,2.27,21.2,617,41.8,3501,3.89,0.3,"Yes"
"Kepler-166 b","G Hot Superterran","Transit",5.77,2.27,79.5,859,7.65,1968,0.8,0.26,"No"
"Kepler-1103 b","F Hot Superterran","Transit",5.77,2.27,153,1012,19.8,4344,3.31,0.25,"No"
"Kepler-306 e","K Hot Superterran","Transit",5.77,2.27,6.59,460,44.8,2529,2.63,0.41,"Yes"
"Kepler-1985 b","G Hot Superterran","Transit",5.77,2.27,385,1274,3.42,2271.62176407314,4.37450250455373,0.24,"No"
"Kepler-183 c","G Hot Superterran","Transit",35.7,2.27,100,909,11.6,3426,4.27,0.25,"No"
"Kepler-589 b","K Hot Superterran","Transit",5.77,2.27,31.4,681,16.5,1998,4.47,0.28,"No"
"Kepler-401 d","F Hot Superterran","Transit",5.77,2.27,8.71,494,184,3149,3.39,0.38,"Yes"
"Kepler-1503 b","K Hot Superterran","Transit",5.77,2.27,5.05,431,96.2,3997,5.13,0.45,"Yes"
"Kepler-267 d","M Hot Superterran","Transit",5.77,2.27,2.49,361,28.5,864,3.31,0.59,"Yes"
"Kepler-226 c","G Hot Superterran","Transit",45.2,2.27,171,1041,5.35,3196,0.5,0.25,"No"
"EPIC 212297394 c","K Hot Superterran","Transit",5.77,2.27,111,935,5.21,1364,4.37450250455373,0.25,"No"
"Kepler-1817 b","G Hot Superterran","Transit",5.79,2.27,7.56,477,44.3,2441,0.4,0.39,"Yes"
"K2-398 b","G Hot Superterran","Transit",5.79,2.27,414,1298,6.39,1979,4.37450250455373,0.24,"No"
"Kepler-1766 b","G Hot Superterran","Transit",5.81,2.28,8.37,489,105,1634,7.3,0.38,"Yes"
"Kepler-861 b","K Hot Superterran","Transit",5.82,2.28,174,1045,3.95,2773,4.47,0.25,"No"
"TOI-763 b","G Hot Superterran","Transit",9.79,2.28,195,1074,5.61,310,4.37450250455373,0.25,"No"
"GJ 806 c","M Hot Superterran","Radial Velocity",5.8,2.28,9.51,505,6.64,39.3,5,0.36,"Yes"
"Kepler-191 d","K Hot Superterran","Transit",5.82,2.28,107,926,5.95,1938,4.9,0.25,"No"
"Kepler-484 b","G Hot Superterran","Transit",5.82,2.28,91.3,889,10,1246,1.48,0.26,"No"
"Kepler-947 b","G Hot Superterran","Transit",5.82,2.28,44.1,741,27,5645,4.27,0.27,"No"
"K2-326 b","K Hot Superterran","Transit",5.82,2.28,268,1164,1.26,920,4.37450250455373,0.25,"No"
"Kepler-1997 b","F Hot Superterran","Transit",5.82,2.28,41.1,728,26.8,4899,4.37450250455373,0.27,"No"
"Kepler-1020 b","K Hot Superterran","Transit",5.82,2.28,2.44,359,96.9,1354,3.63,0.6,"Yes"
"Kepler-583 b","G Hot Superterran","Transit",5.82,2.28,166,1034,6.51,2828,4.47,0.25,"No"
"Kepler-250 c","K Hot Superterran","Transit",5.82,2.28,73.3,841,7.16,2480,13.2,0.26,"No"
"Kepler-1712 b","M Hot Superterran","Transit",5.83,2.28,8.12,485,13.8,509,13.8,0.38,"Yes"
"Kepler-1903 b","F Hot Superterran","Transit",5.85,2.29,112,936,17.1,5790,0.23,0.25,"No"
"TOI-178 f","K Hot Superterran","Transit",7.72,2.29,12.2,538,15.2,204,7.1,0.34,"Yes"
"Kepler-960 b","K Hot Superterran","Transit",5.86,2.29,137,984,3.13,929,3.63,0.25,"No"
"K2-152 b","M Hot Superterran","Transit",5.86,2.29,2.96,377,32.6,353,4.37450250455373,0.55,"Yes"
"Kepler-1227 b","G Hot Superterran","Transit",5.86,2.29,4.15,410,94.3,2034,4.17,0.49,"Yes"
"Kepler-1201 b","F Hot Superterran","Transit",5.86,2.29,79.1,857,15.2,3079,2.95,0.26,"No"
"Kepler-319 d","G Hot Superterran","Transit",5.86,2.29,18.1,593,31.8,1641,3.55,0.31,"Yes"
"Kepler-379 c","F Hot Superterran","Transit",5.86,2.29,17.9,591,62.8,2385,2.24,0.31,"Yes"
"Kepler-1374 b","G Hot Superterran","Transit",5.86,2.29,50.9,768,10.7,3517,4.47,0.27,"No"
"Kepler-613 b","G Hot Superterran","Transit",5.86,2.29,57.8,793,15.8,2809,4.27,0.26,"No"
"Kepler-1334 b","G Hot Superterran","Transit",5.86,2.29,70.6,833,15.6,3989,4.27,0.26,"No"
"Kepler-626 b","G Hot Superterran","Transit",5.86,2.29,68.6,828,14.5,2073,5.37,0.26,"No"
"Kepler-1304 b","K Hot Superterran","Transit",5.86,2.29,301,1198,16.1,7097,4.68,0.24,"No"
"K2-356 b","G Hot Superterran","Transit",5.86,2.29,22.3,625,21,1159,4.37450250455373,0.3,"Yes"
"Kepler-1760 b","K Hot Superterran","Transit",5.86,2.29,12.7,542,38.3,2271.62176407314,0.6,0.34,"Yes"
"Kepler-1922 b","G Hot Superterran","Transit",5.86,2.29,122,956,13.2,4384,4.37450250455373,0.25,"No"
"Kepler-633 c","G Hot Superterran","Transit",5.89,2.3,55.2,784,23.8,2219,3.52,0.26,"No"
"Kepler-1918 b","G Hot Superterran","Transit",5.89,2.3,7.72,479,47.1,3359,4.37450250455373,0.39,"Yes"
"K2-138 c","G Hot Superterran","Transit",6.31,2.3,259,1154,3.56,660,2.8,0.25,"No"
"K2-77 b","K Hot Superterran","Transit",603,2.3,55.3,781,8.2,462,0.85,0.26,"No"
"K2-22 b","M Hot Superterran","Transit",444,2.3,1060,1630,0.38,795,4.37450250455373,0.24,"No"
"Kepler-328 b","F Hot Superterran","Transit",28.5,2.3,57,790,34.9,7218,2.57,0.26,"No"
"Kepler-621 b","K Hot Superterran","Transit",5.9,2.3,181,1055,2.63,1268,3.63,0.25,"No"
"Kepler-1073 b","G Hot Superterran","Transit",5.9,2.3,150,1008,8.68,2641,3.72,0.25,"No"
"Kepler-156 b","K Hot Superterran","Transit",5.9,2.3,124,961,4.97,1446,5.37,0.25,"No"
"Kepler-224 d","K Hot Superterran","Transit",5.9,2.3,38.7,717,11.3,2550,2.29,0.27,"No"
"K2-167 b","F Hot Superterran","Transit",6.5,2.3,373,1207,9.98,263,7.5,0.24,"No"
"K2-59 c","K Hot Superterran","Transit",5.9,2.3,26.7,654,11.3,1015,4.37450250455373,0.29,"Yes"
"K2-183 c","G Hot Superterran","Transit",5.9,2.3,85,873,10.8,1073,4.37450250455373,0.26,"No"
"Kepler-116 c","F Hot Superterran","Transit",5.9,2.3,195,1076,13.1,3115,0.34,0.25,"No"
"Kepler-770 b","G Hot Superterran","Transit",5.9,2.3,39.5,721,18.9,3034,4.57,0.27,"No"
"K2-183 d","G Hot Superterran","Transit",5.9,2.3,31.2,679,22.6,1073,4.37450250455373,0.28,"No"
"EPIC 212624936 c","G Hot Superterran","Transit",5.9,2.3,73,840,11.8,1832,4.37450250455373,0.26,"No"
"Kepler-1052 c","G Hot Superterran","Transit",5.9,2.3,2.38,357,180,3077,3.55,0.6,"Yes"
"K2-202 b","G Hot Superterran","Transit",5.91,2.3,240,1133,3.41,979,4.37450250455373,0.25,"No"
"Kepler-1798 b","K Hot Superterran","Transit",5.94,2.31,9.43,504,16.9,1288,13.9,0.36,"Yes"
"K2-74 b","F Hot Superterran","Transit",5.95,2.31,58.4,795,19.6,1232,4.37450250455373,0.26,"No"
"Kepler-244 d","G Hot Superterran","Transit",15.2,2.31,28.3,663,20.1,3380,0.5,0.28,"No"
"Kepler-417 b","K Hot Neptunian","Transit Timing Variations",11,2.31,38.4,971.489553461696,12.3,3176,4.9,0.27,"No"
"Kepler-926 b","G Hot Superterran","Transit",5.95,2.31,19.9,607,52.1,3005,4.37,0.3,"Yes"
"Kepler-624 b","F Hot Superterran","Transit",5.95,2.31,142,993,14.6,2440,3.72,0.25,"No"
"Kepler-981 b","G Hot Superterran","Transit",5.95,2.31,289,1187,4.47,2863,4.07,0.24,"No"
"Kepler-1926 b","K Hot Superterran","Transit",5.97,2.31,4.67,422,42.9,2176,4.37450250455373,0.46,"Yes"
"Kepler-1787 b","F Hot Superterran","Transit",5.99,2.32,15.5,570,39.3,2539,0.3,0.32,"Yes"
"Kepler-998 b","F Hot Superterran","Transit",5.99,2.32,397,1284,5.65,3217,3.31,0.24,"No"
"Kepler-496 b","K Hot Superterran","Transit",5.99,2.32,68.8,828,8.31,1974,4.57,0.26,"No"
"K2-28 b","M Hot Superterran","Transit",5.99,2.32,25.1,643,2.26,205,4.37450250455373,0.29,"Yes"
"Kepler-1208 b","K Hot Superterran","Transit",5.99,2.32,34.5,697,11.1,2691,4.47,0.28,"No"
"Kepler-1255 b","F Hot Superterran","Transit",5.99,2.32,40.9,727,36.3,5274,3.55,0.27,"No"
"Kepler-1643 b","K Hot Superterran","Transit",5.99,2.32,119,951,5.34,1114,0.046,0.25,"No"
"Kepler-954 b","K Hot Superterran","Transit",5.99,2.32,19.2,602,16.8,703,3.39,0.3,"Yes"
"Kepler-321 c","G Hot Superterran","Transit",5.99,2.32,81.1,863,13.1,1254,2.09,0.26,"No"
"Kepler-1010 b","K Hot Superterran","Transit",5.99,2.32,10.4,516,34.3,1889,4.79,0.35,"Yes"
"Kepler-1486 b","G Hot Superterran","Transit",5.99,2.32,25.3,645,54.6,5770,3.55,0.29,"Yes"
"K2-259 b","F Hot Superterran","Transit",5.99,2.32,90.9,888,15.5,1358,4.37450250455373,0.25,"No"
"Kepler-165 b","K Hot Superterran","Transit",5.99,2.32,65.1,817,8.18,1829,10.5,0.26,"No"
"K2-69 b","K Hot Superterran","Transit",5.99,2.32,12.6,542,7.07,589,4.37450250455373,0.33,"Yes"
"EPIC 212587672 c","F Hot Superterran","Transit",5.99,2.32,43.3,738,23.2,1043,4.37450250455373,0.27,"No"
"K2-386 b","G Hot Superterran","Transit",5.99,2.32,182,1057,7.47,1398,4.37450250455373,0.25,"No"
"Kepler-1951 b","G Hot Superterran","Transit",6,2.32,153,1013,20.7,4166,4.37450250455373,0.25,"No"
"Kepler-1802 c","K Hot Superterran","Transit",6,2.32,3.89,404,33.1,2076,13.9,0.5,"Yes"
"Kepler-1812 b","F Hot Superterran","Transit",6.01,2.33,325,1222,7.17,4596,1,0.24,"No"
"TOI-411 c","F Hot Superterran","Transit",9.72,2.33,158,1015,9.57,204,2.5,0.25,"No"
"LTT 3780 c","M Hot Superterran","Transit",7.02,2.33,2.84,373,12.3,71.7,4.37450250455373,0.56,"Yes"
"GJ 433 b","M Hot Superterran","Radial Velocity",6.04,2.33,5.21,434,7.37,29.6,4.37450250455373,0.44,"Yes"
"Kepler-436 c","K Hot Superterran","Transit",6.04,2.33,13.9,555,16.8,1920,4.07,0.33,"Yes"
"Kepler-239 b","K Hot Superterran","Transit",6.04,2.33,37.1,710,11.8,2113,3.31,0.27,"No"
"GJ 367 d","M Warm Superterran","Radial Velocity",6.03,2.33,1.15,296,34.4,30.7,4.37450250455373,0.71,"Yes"
"Kepler-287 b","K Hot Superterran","Transit",6.04,2.33,34.9,699,20.3,2726,7.6,0.27,"No"
"Kepler-241 b","K Hot Superterran","Transit",6.04,2.33,28,661,12.7,1669,13.9,0.28,"No"
"Kepler-1247 b","G Hot Superterran","Transit",6.04,2.33,38,714,13.7,3411,4.68,0.27,"No"
"Kepler-443 b","K Warm Superterran","Transit",6.04,2.33,0.89,278,177,2616,3.2,0.71,"Yes"
"Kepler-1021 b","G Hot Superterran","Transit",6.04,2.33,48.2,757,13.5,2642,4.68,0.27,"No"
"Kepler-1983 b","K Hot Superterran","Transit",6.04,2.33,69.6,830,7.33,1384,13.7,0.26,"No"
"EPIC 229004835 b","G Hot Superterran","Transit",10.4,2.33,72,829,16.1,397,4.9,0.26,"No"
"Kepler-783 c","G Hot Superterran","Transit",6.04,2.33,125,963,7.05,1683,9.7,0.25,"No"
"GJ 357 d","M Warm Superterran","Radial Velocity",6.1,2.34,0.38,226,55.7,30.8,4.37450250455373,0.58,"Yes"
"Kepler-121 b","G Hot Superterran","Transit",6.08,2.34,220,1108,3.18,1665,0.5,0.24,"No"
"HD 158259 e","G Hot Superterran","Radial Velocity",6.08,2.34,254,1149,7.95,88.2,4.37450250455373,0.24,"No"
"Kepler-275 b","F Hot Superterran","Transit",6.08,2.34,292,1190,10.3,6634,0.31,0.24,"No"
"Kepler-246 b","K Hot Superterran","Transit",6.08,2.34,142,994,4.6,2041,12.6,0.25,"No"
"Kepler-213 c","G Hot Superterran","Transit",6.08,2.34,371,1263,4.82,2070,1.62,0.24,"No"
"Kepler-1154 b","F Hot Superterran","Transit",6.08,2.34,711,1485,5.19,4762,2.29,0.24,"No"
"Kepler-338 c","G Hot Superterran","Transit",6.08,2.34,130,971,24.3,1802,4.79,0.25,"No"
"Kepler-122 b","F Hot Superterran","Transit",6.08,2.34,454,1328,5.77,3351,3.89,0.24,"No"
"KOI-7913 b","K Hot Superterran","Transit",6.08,2.34,8.05,484,24.3,884,0.036,0.38,"Yes"
"Kepler-171 b","G Hot Superterran","Transit",6.08,2.34,333,1229,4.17,2817,3.47,0.24,"No"
"Kepler-925 b","K Hot Superterran","Transit",6.08,2.34,6.35,456,33.9,1993,2.57,0.41,"Yes"
"K2-275 b","K Hot Superterran","Transit",6.08,2.34,332,1228,3.28,402,4.37450250455373,0.24,"No"
"Kepler-1158 b","F Hot Superterran","Transit",6.08,2.34,445,1321,13.5,4840,2.88,0.24,"No"
"Kepler-29 c","G Hot Superterran","Transit",4.5,2.34,42.7,735,13.3,2715,0.3,0.27,"No"
"Kepler-999 b","F Hot Superterran","Transit",6.08,2.34,744,1502,5.99,1777,3.09,0.24,"No"
"KMT-2018-BLG-1025L b","Superterran","Microlensing",6.06,2.34,842.853577881192,971.489553461696,79940.7559943925,21868,4.37450250455373,0.257026875699888,"No"
"HD 158259 f","G Hot Superterran","Radial Velocity",6.14,2.35,146,1001,12,88.2,4.37450250455373,0.25,"No"
"Kepler-306 c","K Hot Superterran","Transit",6.12,2.35,75.7,848,7.24,2529,2.63,0.25,"No"
"K2-251 b","M Hot Superterran","Transit",6.12,2.35,9.45,504,9.3,479,4.37450250455373,0.36,"Yes"
"Kepler-216 b","F Hot Superterran","Transit",6.12,2.35,528,1379,7.69,3873,0.28,0.24,"No"
"Kepler-967 b","K Hot Superterran","Transit",6.12,2.35,18.1,593,13.2,1854,5.89,0.31,"Yes"
"Kepler-256 e","G Hot Superterran","Transit",6.12,2.35,94.7,897,10.7,3347,9.55,0.25,"No"
"Kepler-1132 b","K Hot Superterran","Transit",6.12,2.35,5.05,431,62.9,2830,4.57,0.45,"Yes"
"K2-222 b","G Hot Superterran","Transit",8.7,2.35,95.9,895,15.4,330,7.1,0.25,"No"
"Kepler-172 b","G Hot Superterran","Transit",6.12,2.35,580,1412,2.94,2702,6.46,0.24,"No"
"Kepler-292 f","K Hot Superterran","Transit",6.12,2.35,23.2,631,20.8,3445,5.13,0.29,"Yes"
"K2-393 b","G Hot Superterran","Transit",6.13,2.35,138,986,10.4,867,4.37450250455373,0.25,"No"
"Kepler-1842 b","G Hot Superterran","Transit",6.14,2.35,70,832,14,3012,7,0.26,"No"
"TOI-270 c","M Hot Superterran","Transit",6.15,2.35,9.48,504,5.66,73.3,4.37450250455373,0.36,"Yes"
"Kepler-10 c","G Hot Superterran","Transit",11.4,2.35,19.7,604,45.3,605,10.6,0.3,"Yes"
"Kepler-1806 b","G Hot Superterran","Transit",6.15,2.36,55.6,785,9.03,3190,0.6,0.26,"No"
"Kepler-68 b","G Hot Superterran","Transit",8.03,2.36,454,1326,5.4,470,6.84,0.24,"No"
"K2-233 d","K Hot Superterran","Transit",21.1,2.36,13.2,544,24.4,220,0.36,0.33,"Yes"
"K2-366 b","G Hot Superterran","Transit",6.16,2.36,57.4,791,15.9,606,4.37450250455373,0.26,"No"
"Kepler-84 c","F Hot Superterran","Transit",20.2,2.36,141,992,12.9,3339,3.98,0.25,"No"
"Kepler-535 b","F Hot Superterran","Transit",6.17,2.36,621,1436,4.9,2236,3.24,0.24,"No"
"Kepler-184 b","G Hot Superterran","Transit",6.17,2.36,70.4,833,10.7,1990,1.7,0.26,"No"
"Kepler-1214 b","K Hot Superterran","Transit",6.17,2.36,23.3,631,18.8,2378,4.68,0.29,"Yes"
"Kepler-983 b","F Hot Superterran","Transit",6.17,2.36,14.3,558,60.1,2330,1.41,0.32,"Yes"
"Kepler-1154 c","F Hot Superterran","Transit",6.17,2.36,369,1261,8.46,4762,2.29,0.24,"No"
"Kepler-83 c","M Hot Superterran","Transit",11.4,2.36,5.68,444,20.1,1305,3.09,0.43,"Yes"
"Kepler-112 b","G Hot Superterran","Transit",6.17,2.36,142,993,8.41,1673,9.4,0.25,"No"
"Kepler-1192 b","G Hot Superterran","Transit",6.17,2.36,26,649,25.2,4253,4.47,0.29,"Yes"
"Kepler-1066 b","G Hot Superterran","Transit",6.17,2.36,722,1491,1.93,1122,3.8,0.24,"No"
"Kepler-1345 b","F Hot Superterran","Transit",6.17,2.36,70.9,834,44.6,4419,2.24,0.26,"No"
"Kepler-986 b","G Hot Superterran","Transit",6.17,2.36,11.8,532,56.4,1788,6.17,0.34,"Yes"
"Kepler-1022 b","K Hot Superterran","Transit",6.17,2.36,21.4,618,11,1369,3.63,0.3,"Yes"
"Kepler-482 b","K Hot Superterran","Transit",6.17,2.36,4.49,418,56.4,1021,6.03,0.47,"Yes"
"TOI-1266 b","M Hot Superterran","Transit",13.5,2.37,4.88,426,10.9,117,7.9,0.45,"Yes"
"OGLE-2018-BLG-0532L b","Superterran","Microlensing",6.23,2.37,842.853577881192,971.489553461696,79940.7559943925,2521,4.37450250455373,0.257026875699888,"No"
"Kepler-454 b","G Hot Superterran","Transit",5.4,2.37,131,954,10.6,752,5.25,0.25,"No"
"Kepler-336 d","G Hot Superterran","Transit",6.21,2.37,76.7,851,20.7,2507,4.9,0.25,"No"
"Kepler-81 c","M Hot Superterran","Transit",4.3,2.37,18.5,596,12,1135,3.63,0.3,"Yes"
"Kepler-651 b","G Hot Superterran","Transit",6.21,2.37,28.1,662,21.4,1661,3.55,0.28,"No"
"K2-18 b","M Warm Superterran","Transit",8.92,2.37,1.26,302,32.9,124,4.37450250455373,0.7,"Yes"
"Kepler-125 b","M Hot Superterran","Transit",6.21,2.37,28,661,4.16,598,13.5,0.28,"No"
"Kepler-1272 b","G Hot Superterran","Transit",6.21,2.37,32,684,51.1,3934,3.89,0.28,"No"
"Kepler-558 b","K Hot Superterran","Transit",6.21,2.37,13.3,549,29,2158,4.47,0.33,"Yes"
"Kepler-597 b","G Hot Superterran","Transit",6.21,2.37,83.1,868,13,2163,4.27,0.25,"No"
"Kepler-1159 b","F Hot Superterran","Transit",6.21,2.37,77.3,853,22.7,3958,2.75,0.25,"No"
"Kepler-1309 b","K Hot Superterran","Transit",6.21,2.37,8.85,496,28.8,2756,4.27,0.37,"Yes"
"Kepler-1814 b","K Hot Superterran","Transit",6.21,2.37,226,1116,2.94,2369,4.37450250455373,0.24,"No"
"Kepler-1788 b","K Hot Superterran","Transit",6.25,2.38,208,1092,2.8,1827,13.8,0.24,"No"
"GJ 3998 c","M Hot Superterran","Radial Velocity",6.26,2.38,5.18,433,13.7,59.2,4.37450250455373,0.44,"Yes"
"Kepler-166 c","G Hot Superterran","Transit",6.26,2.38,10.8,521,34.3,1968,0.8,0.35,"Yes"
"Kepler-189 c","K Hot Superterran","Transit",22.7,2.38,19,600,20.1,1929,0.7,0.3,"Yes"
"Kepler-639 b","G Hot Superterran","Transit",6.26,2.38,325,1222,10.2,2773,4.37,0.24,"No"
"Kepler-1249 b","F Hot Superterran","Transit",6.26,2.38,96.1,900,24.3,6211,2.82,0.25,"No"
"Kepler-1071 b","K Hot Superterran","Transit",6.26,2.38,128,968,6.18,3399,4.27,0.25,"No"
"Kepler-159 b","M Hot Superterran","Transit",6.26,2.38,26.2,650,10.1,1218,2.51,0.28,"No"
"Kepler-1060 b","G Hot Superterran","Transit",6.26,2.38,19,600,46.9,3087,4.27,0.3,"Yes"
"Kepler-1824 b","F Hot Superterran","Transit",6.26,2.38,8.14,485,95.6,3392,0.33,0.38,"Yes"
"Kepler-1781 b","G Hot Superterran","Transit",6.26,2.38,132,975,4.89,3139,0.9,0.25,"No"
"Kepler-1872 b","K Hot Superterran","Transit",6.28,2.38,144,997,3.83,2740,4.37450250455373,0.25,"No"
"Kepler-1849 b","K Hot Superterran","Transit",6.29,2.39,3.23,385,57.3,2060,13.5,0.53,"Yes"
"HD 110067 c","K Hot Superterran","Transit",6.3,2.39,40.3,724,13.7,104,8.1,0.27,"No"
"Kepler-574 b","G Hot Superterran","Transit",6.3,2.39,116,945,7.66,2227,4.17,0.25,"No"
"K2-220 b","G Hot Superterran","Transit",6.3,2.39,71.3,835,13.7,761,4.37450250455373,0.25,"No"
"HD 73583 c","K Hot Superterran","Transit",9.7,2.39,11.7,531,18.9,102,0.48,0.34,"Yes"
"Kepler-238 c","G Hot Superterran","Transit",6.3,2.39,565,1402,6.16,5866,6.76,0.24,"No"
"Kepler-798 b","F Hot Superterran","Transit",6.3,2.39,120,954,13.7,3171,2.82,0.25,"No"
